rho,alpha,rep,method,accuracy,macro_f1,auc,signal_recovery_rate,copy_dilution,root_feature,n_nodes,depth,importance_0,importance_1,importance_2,importance_3,importance_4,importance_5,importance_6,importance_7,importance_8,importance_9,importance_10,importance_11,importance_12,importance_13,importance_14,importance_15,importance_16,importance_17,importance_18,importance_19,importance_20,importance_21,importance_22,importance_23,importance_24,group_coverage,group_concentration,noise_importance
0.7,0.2,1,ACP-Gini,0.76,0.7536945812807883,0.8062679340028693,0.8,0.1737127788645087,0,69,6,0.4084718079286635,0.2155159407887092,0.1137401563948253,0.0390615618794047,0.0118893807412086,0.0,0.0,0.0124207794542802,0.0224427945788213,0.0,0.0,0.020624339734464,0.010470201120528,0.0424183371289251,0.0112368714598522,0.0044495169313042,0.0164912531853597,0.0319637166648263,0.0,0.0011949686061472,0.0,0.0364284927839837,0.0,0.0011798806186958,0.0,0.8,0.7482904608244998,0.037608373402679494
0.7,0.4,1,ACP-Gini,0.7633333333333333,0.7573783189620804,0.8201443687230989,0.8,0.1455689879237902,0,67,6,0.4090376498433926,0.2261353692038112,0.1317575139046768,0.0391156725145505,0.0119058506905,0.0,0.0,0.0124379855318905,0.0104251329409785,0.0,0.0,0.0043172315237934,0.0104847051292127,0.0424770977891096,0.0112524375105294,0.0044556806937259,0.0165140979499127,0.0320079948996725,0.0,0.0011966239549644,0.0,0.0364789559192785,0.0,0.0,0.0,0.8,0.7762554366353346,0.0364789559192785
0.7,0.6,1,ACP-Gini,0.7766666666666666,0.7715260017050298,0.8373610114777618,0.8,0.1330774658633524,0,69,6,0.4055786943648452,0.2307790289415691,0.1236324823394146,0.0670625215820586,0.0,0.0,0.0,0.0121941204099306,0.0,0.0,0.0,0.0042325858077022,0.0102791369615626,0.0416442713956164,0.0,0.0,0.0161903146089298,0.031380430768818,0.0,0.0171566059107925,0.0,0.03986980690876,0.0,0.0,0.0,0.8,0.822104131224845,0.03986980690876
0.7,0.8,1,ACP-Gini,0.7533333333333333,0.7484020127838977,0.8231034791965566,0.8,0.133880233596946,0,69,6,0.4080252805479893,0.2321711651445126,0.1100971808200061,0.0674670651169856,0.0,0.0,0.0,0.0122676794181454,0.0,0.0,0.0,0.0042581181793479,0.010341144149845,0.0418954835535015,0.0,0.0,0.0162879799956311,0.0315697280110223,0.0,0.0172601002894524,0.0,0.0483590747735602,0.0,0.0,0.0,0.8,0.8167489793885627,0.0483590747735602
0.7,1.0,1,ACP-Gini,0.7533333333333333,0.7484020127838977,0.8231034791965566,0.8,0.133880233596946,0,69,6,0.4080252805479893,0.2321711651445126,0.1100971808200061,0.0674670651169856,0.0,0.0,0.0,0.0122676794181454,0.0,0.0,0.0,0.0042581181793479,0.010341144149845,0.0418954835535015,0.0,0.0,0.0162879799956311,0.0315697280110223,0.0,0.0172601002894524,0.0,0.0483590747735602,0.0,0.0,0.0,0.8,0.8167489793885627,0.0483590747735602
0.7,0.0,2,CART,0.7866666666666666,0.7865148550080057,0.8268367482999244,0.8,0.1619450080227855,0,71,6,0.4043158205151692,0.264524195839907,0.0873862605440324,0.0351866734615019,0.0319514114825427,0.0013703944607273,0.015605290593412,0.0,0.0,0.029862298185522,0.0,0.0,0.0332085267346439,0.0,0.0,0.0272074257863423,0.0375329627388916,0.0157398330995368,0.0014182764237092,0.0,0.0,0.0,0.0,0.0,0.0146906301340609,0.8,0.7218225397992869,0.0146906301340609
0.7,0.0,2,RRF-style,0.81,0.8099809980998101,0.8867727454553536,0.8,0.0983940264124348,0,69,6,0.41653423493936,0.2875466503701633,0.1604949916220111,0.0370300966560306,0.0,0.0,0.0153120545135536,0.0,0.0,0.0186384215025442,0.0274939934099643,0.0,0.0,0.0,0.0,0.0153514398391684,0.0188933694595809,0.0,0.0027047476876232,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8691656022099465,0.0
0.7,0.0,2,ACP-Gini,0.7866666666666666,0.7865148550080057,0.8268367482999244,0.8,0.1619450080227855,0,71,6,0.4043158205151692,0.264524195839907,0.0873862605440324,0.0351866734615019,0.0319514114825427,0.0013703944607273,0.015605290593412,0.0,0.0,0.029862298185522,0.0,0.0,0.0332085267346439,0.0,0.0,0.0272074257863423,0.0375329627388916,0.0157398330995368,0.0014182764237092,0.0,0.0,0.0,0.0,0.0,0.0146906301340609,0.8,0.7218225397992869,0.0146906301340609
0.7,0.2,2,ACP-Gini,0.79,0.7899416504584607,0.8331259167074092,0.6,0.158010861325738,0,71,6,0.402949663309055,0.2641115712135454,0.0791031472841729,0.0338837076181013,0.0252822949530768,0.0,0.0,0.0,0.0,0.0298157167391935,0.0,0.0,0.0344048046290036,0.004153271421463,0.0,0.033784261936516,0.0374744160162479,0.0157152809305714,0.0012470455626818,0.0014160640900603,0.0,0.0034322173552368,0.0185588223507148,0.0,0.0146677145903586,0.8,0.701267153818366,0.0366587542963102
0.7,0.4,2,ACP-Gini,0.7833333333333333,0.7832153061111049,0.8298368816391839,0.6,0.1426772588494653,0,71,6,0.4045165591896203,0.2771980593170463,0.0794107449989879,0.0340154666111454,0.0253806067955236,0.0,0.0,0.0,0.0,0.0139836191349895,0.0,0.0,0.0345385899415465,0.004169421686555,0.0,0.0339156342285823,0.0376201377116087,0.0157763908189625,0.0012518947801721,0.0014215705470483,0.0,0.0034455637548614,0.0186309895342054,0.0,0.014724750949144,0.8,0.7119502335756451,0.0368013042382108
0.7,0.6,2,ACP-Gini,0.7866666666666666,0.7865812991863412,0.8410818258589271,0.6,0.1277090860267933,0,71,6,0.4070928817003221,0.2934597039164677,0.0799165035032685,0.0342321074639151,0.0255422531537186,0.0,0.0,0.0,0.0,0.0140726793030843,0.0,0.0,0.0347585625106116,0.0041959762853808,0.0,0.0341316392596319,0.0378597363273892,0.0,0.0012598679635435,0.0014306243771517,0.0,0.0067098534917106,0.010519079437656,0.0,0.0148185313061478,0.8,0.777530965194581,0.0320474642355144
0.7,0.8,2,ACP-Gini,0.79,0.7899416504584607,0.8464376194497534,0.6,0.1143159349055742,0,71,6,0.4095272343319106,0.2952145476747531,0.0803943918657424,0.0344368101856664,0.0256949918872522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349664133523274,0.0042210675762669,0.0,0.0343357411970204,0.0380861317101207,0.0,0.0012674017796095,0.001439179290229,0.0,0.0149269634018049,0.0105819819099469,0.0,0.0149071438373488,0.8,0.7866829635342404,0.0404160891491006
0.7,1.0,2,ACP-Gini,0.7833333333333333,0.783138157675241,0.8508822614338416,0.6,0.1019900520384673,0,69,6,0.4149169761923955,0.2796454362908234,0.1152441378755562,0.0171140874709375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004276620571781,0.0177014409093353,0.0347876300242489,0.0385873790049847,0.0,0.0012840819118522,0.005352899616265,0.0,0.0342516308091254,0.0107212501834232,0.0,0.0261164291392711,0.8,0.8254812252936921,0.0710893101318197
0.7,0.0,3,CART,0.78,0.7799119647859143,0.8189379114036649,0.8,0.1118162879726915,0,73,6,0.3338197170800601,0.2148381978370469,0.12141821730513,0.1463226478015228,0.0048161355365679,0.0,0.0,0.0,0.0,0.030697016028461,0.0283318671437256,0.0,0.0180005065735514,0.0078632899449682,0.0,0.0,0.0185797482346495,0.0,0.0083438600473356,0.0,0.0031727270303449,0.0316592525462177,0.0092583875743434,0.0228784293160743,0.0,0.8,0.8260430419512211,0.0669687964669803
0.7,0.0,3,RRF-style,0.82,0.8193496587715776,0.8691069204767835,0.8,0.0468124889226823,0,71,6,0.376596210532811,0.2556015078659765,0.1279759935699694,0.1629408808841283,0.006893942980888,0.0078268935363046,0.0,0.0,0.0,0.008882158708283,0.0,0.0301034366780946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231789752435443,0.8,0.9511249077141148,0.0231789752435443
0.7,0.0,3,ACP-Gini,0.78,0.7799119647859143,0.8189379114036649,0.8,0.1118162879726915,0,73,6,0.3338197170800601,0.2148381978370469,0.12141821730513,0.1463226478015228,0.0048161355365679,0.0,0.0,0.0,0.0,0.030697016028461,0.0283318671437256,0.0,0.0180005065735514,0.0078632899449682,0.0,0.0,0.0185797482346495,0.0,0.0083438600473356,0.0,0.0031727270303449,0.0316592525462177,0.0092583875743434,0.0228784293160743,0.0,0.8,0.8260430419512211,0.0669687964669803
0.7,0.2,3,ACP-Gini,0.7833333333333333,0.7832153061111049,0.8310798790250845,0.8,0.0962209693451038,0,73,6,0.3330801569862833,0.2161444176307567,0.1126538477649418,0.1553635429401871,0.011627691550126,0.0,0.0,0.0,0.0,0.0228893277925036,0.0283611285958941,0.0,0.0180190976872058,0.0,0.0,0.0,0.0185989375952205,0.0,0.0083524776742797,0.0,0.0031760038563927,0.0316919505572372,0.0092679497349941,0.022902058399951,0.0078714112340257,0.8,0.8290975337897057,0.0749093737826007
0.7,0.4,3,ACP-Gini,0.8133333333333334,0.8133250366682965,0.8703077744173635,0.8,0.0124545850312828,0,73,6,0.3524391765061715,0.2552010299282806,0.1271767159554315,0.1474271857243341,0.0117033775095024,0.0,0.0,0.0,0.0,0.0,0.0,0.0124545850312828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031966768246959,0.0318982370477324,0.0,0.0420672265070329,0.0164357889655357,0.8,0.9821607548690421,0.0935979293449969
0.7,0.6,3,ACP-Gini,0.8033333333333333,0.8033311481238681,0.8679727806440135,0.8,0.0121123634131254,0,73,6,0.3551000779825533,0.2541376103242574,0.1131916383903038,0.1471730126639934,0.0116832002045956,0.0,0.0,0.0,0.0,0.0,0.0,0.0121123634131254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031911655675457,0.0318432426280121,0.0,0.0551602361181422,0.0164074527074707,0.8,0.9806672360997271,0.1066020970211707
0.7,0.8,3,ACP-Gini,0.8033333333333333,0.8033311481238681,0.8679727806440135,0.8,0.0121123634131254,0,73,6,0.3551000779825533,0.2541376103242574,0.1131916383903038,0.1471730126639934,0.0116832002045956,0.0,0.0,0.0,0.0,0.0,0.0,0.0121123634131254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031911655675457,0.0318432426280121,0.0,0.0551602361181422,0.0164074527074707,0.8,0.9806672360997271,0.1066020970211707
0.7,1.0,3,ACP-Gini,0.8033333333333333,0.8033311481238681,0.8679727806440135,0.8,0.0121123634131254,0,73,6,0.3551000779825533,0.2541376103242574,0.1131916383903038,0.1471730126639934,0.0116832002045956,0.0,0.0,0.0,0.0,0.0,0.0,0.0121123634131254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031911655675457,0.0318432426280121,0.0,0.0551602361181422,0.0164074527074707,0.8,0.9806672360997271,0.1066020970211707
0.7,0.0,4,CART,0.79,0.7899416504584607,0.8410030678938242,0.8,0.1683435556243857,0,71,6,0.3913387121860123,0.2120564044347488,0.1396440552271561,0.0514164830061337,0.0372007895215631,0.0088224903066938,0.0,0.0046217742207004,0.0160289323419982,0.0300124764789684,0.0,0.0,0.0628680184589685,0.0,0.0176305765475809,0.0186076871372415,0.0,0.0,0.0097516001322337,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7713693049247536,0.0
0.7,0.0,4,RRF-style,0.79,0.7899416504584607,0.8342225779200569,0.8,0.2387425671032357,0,77,6,0.3966292309656593,0.2085596932138206,0.0939720753630601,0.0620964333542241,0.0,0.0086689596512635,0.0,0.027879004905686,0.0332535788121102,0.0,0.0,0.0,0.1252430718502207,0.0,0.0278035748996533,0.0,0.0158943769843018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5872778819792657,0.0
0.7,0.0,4,ACP-Gini,0.79,0.7899416504584607,0.8410030678938242,0.8,0.1683435556243857,0,71,6,0.3913387121860123,0.2120564044347488,0.1396440552271561,0.0514164830061337,0.0372007895215631,0.0088224903066938,0.0,0.0046217742207004,0.0160289323419982,0.0300124764789684,0.0,0.0,0.0628680184589685,0.0,0.0176305765475809,0.0186076871372415,0.0,0.0,0.0097516001322337,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7713693049247536,0.0
0.7,0.2,4,ACP-Gini,0.78,0.7799608819345661,0.8237517229113868,0.8,0.1704394622821053,0,71,6,0.4016925077713318,0.2036500699886302,0.1398220934136708,0.0522933633357279,0.032102503208534,0.0088337384774247,0.0,0.0011818752948533,0.0160493683143086,0.0146421674643768,0.0,0.0,0.0629481715881368,0.0,0.0176530545246823,0.0273081051123062,0.0166772663132359,0.0051457151927802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7710209402171628,0.0
0.7,0.4,4,ACP-Gini,0.79,0.7894736842105263,0.8202169756791606,0.6,0.1596521764891255,0,71,6,0.4008293484148286,0.2231745708658662,0.139521642830598,0.044788740249402,0.0320335211501796,0.0088147564852985,0.0,0.0,0.0,0.0,0.0,0.0,0.0628129081659173,0.0,0.0176151215314373,0.018591375583032,0.0458132370623947,0.0051346580480025,0.000870119613043,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7742917396936335,0.0
0.7,0.6,4,ACP-Gini,0.7933333333333333,0.7930021367521367,0.8286425681383665,0.6,0.1511606026105234,0,71,6,0.401688160993682,0.2236527422609944,0.1398205803768607,0.0448847041144965,0.0253116684336333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629474904160958,0.0,0.0176528634982096,0.0186312092610599,0.0459113960031578,0.0051456595101888,0.0008719839218112,0.0,0.0,0.0134815412098096,0.0,0.0,0.0,0.8,0.77175220860969,0.0134815412098096
0.7,0.8,4,ACP-Gini,0.7933333333333333,0.7930021367521367,0.8286425681383665,0.6,0.1511606026105234,0,71,6,0.401688160993682,0.2236527422609944,0.1398205803768607,0.0448847041144965,0.0253116684336333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629474904160958,0.0,0.0176528634982096,0.0186312092610599,0.0459113960031578,0.0051456595101888,0.0008719839218112,0.0,0.0,0.0134815412098096,0.0,0.0,0.0,0.8,0.77175220860969,0.0134815412098096
0.7,1.0,4,ACP-Gini,0.7933333333333333,0.7930021367521367,0.8286425681383665,0.6,0.1511606026105234,0,71,6,0.401688160993682,0.2236527422609944,0.1398205803768607,0.0448847041144965,0.0253116684336333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629474904160958,0.0,0.0176528634982096,0.0186312092610599,0.0459113960031578,0.0051456595101888,0.0008719839218112,0.0,0.0,0.0134815412098096,0.0,0.0,0.0,0.8,0.77175220860969,0.0134815412098096
0.7,0.0,5,CART,0.74,0.7399884439308414,0.7999866642958748,0.6,0.1600891129158487,0,69,6,0.3629417008451794,0.3066034985191881,0.1552003410040006,0.0013922847781618,0.0115213421112114,0.0178080354436738,0.0,0.0,0.0,0.0081031278106856,0.0070247981979382,0.0328260924353486,0.0,0.0197986137785505,0.0,0.0088825960684673,0.032324766762669,0.0037528663773496,0.0,0.0295682160411657,0.0022517198264098,0.0,0.0,0.0,0.0,0.8,0.8142352630056406,0.0022517198264098
0.7,0.0,5,RRF-style,0.7333333333333333,0.732751325108013,0.8070101351351352,1.0,0.0817517469067567,0,69,6,0.3667156041703316,0.3188301532841163,0.1625515054967833,0.0333941782195499,0.0367568119224618,0.0050664889310734,0.0,0.0,0.0,0.0,0.0,0.0219843814539196,0.0,0.020227019734102,0.0,0.0090747992751692,0.0184302076241616,0.0,0.0,0.0069688498883305,0.0,0.0,0.0,0.0,0.0,1.0,0.8338399754020495,0.0
0.7,0.0,5,ACP-Gini,0.74,0.7399884439308414,0.7999866642958748,0.6,0.1600891129158487,0,69,6,0.3629417008451794,0.3066034985191881,0.1552003410040006,0.0013922847781618,0.0115213421112114,0.0178080354436738,0.0,0.0,0.0,0.0081031278106856,0.0070247981979382,0.0328260924353486,0.0,0.0197986137785505,0.0,0.0088825960684673,0.032324766762669,0.0037528663773496,0.0,0.0295682160411657,0.0022517198264098,0.0,0.0,0.0,0.0,0.8,0.8142352630056406,0.0022517198264098
0.7,0.2,5,ACP-Gini,0.74,0.7399884439308414,0.7969639046941679,0.6,0.1622898071154835,0,69,6,0.3625917915055394,0.3063079044128942,0.1550507135329601,0.0,0.0115102344727105,0.0177908668518369,0.0,0.0,0.0,0.0,0.0070180256433025,0.0327944450487291,0.0,0.0197795260852462,0.0013909424869724,0.0088740324250023,0.0322936027003262,0.0080953156466531,0.0047133406789587,0.0295397095484557,0.0022495489604121,0.0,0.0,0.0,0.0,0.8,0.7969771220757893,0.0022495489604121
0.7,0.4,5,ACP-Gini,0.7466666666666667,0.7466666666666667,0.8099884423897581,1.0,0.0761625759747035,0,69,6,0.3668269116960846,0.3189269263559298,0.158606720387264,0.0319814711792249,0.0228690035331211,0.0050680267395025,0.0,0.0,0.0,0.0,0.0,0.0202876120963312,0.0,0.0202331591497537,0.0014228430239316,0.0090775537078755,0.0,0.0082809774683327,0.0048214386772145,0.0069709651117614,0.0023011411868523,0.008193074115826,0.0,0.0,0.0141321755709935,1.0,0.8136516130002847,0.0246263908736718
0.7,0.6,5,ACP-Gini,0.7466666666666667,0.7466666666666667,0.8132556899004267,1.0,0.0664630919044842,0,69,6,0.3678784734837979,0.3198411759873925,0.1629076187890624,0.0320731506387592,0.022934560801336,0.0,0.0,0.0,0.0,0.0,0.0,0.0203457694369304,0.0,0.0202911603931963,0.0014269218068839,0.0091035758133992,0.0,0.0083047160741791,0.0,0.0069909483798949,0.005512680188274,0.0082165607341449,0.0,0.0,0.0141726874727485,1.0,0.8306173049585757,0.0279019283951674
0.7,0.8,5,ACP-Gini,0.7466666666666667,0.7466666666666667,0.8132556899004267,1.0,0.0664630919044842,0,69,6,0.3678784734837979,0.3198411759873925,0.1629076187890624,0.0320731506387592,0.022934560801336,0.0,0.0,0.0,0.0,0.0,0.0,0.0203457694369304,0.0,0.0202911603931963,0.0014269218068839,0.0091035758133992,0.0,0.0083047160741791,0.0,0.0069909483798949,0.005512680188274,0.0082165607341449,0.0,0.0,0.0141726874727485,1.0,0.8306173049585757,0.0279019283951674
0.7,1.0,5,ACP-Gini,0.7466666666666667,0.7466666666666667,0.8132556899004267,1.0,0.0664630919044842,0,69,6,0.3678784734837979,0.3198411759873925,0.1629076187890624,0.0320731506387592,0.022934560801336,0.0,0.0,0.0,0.0,0.0,0.0,0.0203457694369304,0.0,0.0202911603931963,0.0014269218068839,0.0091035758133992,0.0,0.0083047160741791,0.0,0.0069909483798949,0.005512680188274,0.0082165607341449,0.0,0.0,0.0141726874727485,1.0,0.8306173049585757,0.0279019283951674
0.7,0.0,6,CART,0.83,0.8299981110901232,0.8782273860398861,0.8,0.0900742781457287,0,75,6,0.428645893346892,0.2292830960170895,0.160713160333542,0.0497672344064784,0.0171926138423931,0.0,0.0,0.0128954664385212,0.0041985044150386,0.0,0.0,0.0099144489273801,0.0096798851791167,0.0210629917666795,0.0,0.0114243553136246,0.0035170848116479,0.0,0.0,0.0173815412937198,0.0,0.0,0.0098820313527273,0.0,0.0144416925551486,0.8,0.8045476339845964,0.024323723907875898
0.7,0.0,6,RRF-style,0.8133333333333334,0.8132586367880486,0.8846376424501425,0.8,0.1110900598672401,0,77,6,0.4310246019134536,0.2075417503265942,0.1636985405507445,0.0456163626380807,0.0169906685126785,0.0,0.0042578218660656,0.0329059401784197,0.0,0.0,0.0,0.0097979932984727,0.0,0.0074173960285826,0.0258416999667229,0.0,0.0,0.0,0.0,0.0308692085289763,0.0,0.0,0.0097659565023252,0.0,0.0142720596888829,0.8,0.8217642402648068,0.0240380161912081
0.7,0.0,6,ACP-Gini,0.83,0.8299981110901232,0.8782273860398861,0.8,0.0900742781457287,0,75,6,0.428645893346892,0.2292830960170895,0.160713160333542,0.0497672344064784,0.0171926138423931,0.0,0.0,0.0128954664385212,0.0041985044150386,0.0,0.0,0.0099144489273801,0.0096798851791167,0.0210629917666795,0.0,0.0114243553136246,0.0035170848116479,0.0,0.0,0.0173815412937198,0.0,0.0,0.0098820313527273,0.0,0.0144416925551486,0.8,0.8045476339845964,0.024323723907875898
0.7,0.2,6,ACP-Gini,0.84,0.8399715504978662,0.8817663817663819,0.8,0.0986635565838453,0,73,6,0.4250178610564666,0.2318742325947655,0.1487839619763125,0.0481893167621201,0.0143779251704065,0.0,0.0,0.0,0.0042459518655934,0.0,0.0,0.010026492474024,0.0097892779123404,0.0144302046740222,0.0137106481470255,0.0115534623670608,0.0035568315145691,0.0051493219881375,0.0086233949192569,0.0175779707218151,0.0,0.0,0.0095423445479679,0.0089459026620109,0.0146048986461045,1.0,0.761012303896711,0.0330931458560833
0.7,0.4,6,ACP-Gini,0.84,0.8399715504978662,0.8821002492877493,0.8,0.0985363580200999,0,73,6,0.4263595325940457,0.2326061996170386,0.1504207672181725,0.0483414379801659,0.0144233125640624,0.0,0.0,0.0,0.0042593552382278,0.0,0.0,0.0100581435193253,0.0098201801325807,0.0127152666258817,0.0137539291195825,0.011589933661655,0.0035680595123648,0.0051655770667644,0.0086506167482212,0.0189552963954961,0.0,0.0,0.0095724672633991,0.0050889222066557,0.0146510025363598,1.0,0.7662632316698037,0.0293123920064146
0.7,0.6,6,ACP-Gini,0.83,0.8299829982998299,0.8871750356125356,0.8,0.0691328870810863,0,75,6,0.4257423767587555,0.2350432617509606,0.151466454240184,0.0551849653186495,0.0144024348051931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126968612651579,0.0137340202938957,0.011573157221484,0.0035628947427739,0.0,0.0086380949721217,0.0189278585856529,0.0,0.0,0.0166194075971313,0.0177784172520036,0.0146297951960357,1.0,0.8060387181352334,0.0490276200451706
0.7,0.8,6,ACP-Gini,0.83,0.8299829982998299,0.8871750356125356,0.8,0.0691328870810863,0,75,6,0.4257423767587555,0.2350432617509606,0.151466454240184,0.0551849653186495,0.0144024348051931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126968612651579,0.0137340202938957,0.011573157221484,0.0035628947427739,0.0,0.0086380949721217,0.0189278585856529,0.0,0.0,0.0166194075971313,0.0177784172520036,0.0146297951960357,1.0,0.8060387181352334,0.0490276200451706
