rho,alpha,rep,method,accuracy,macro_f1,auc,signal_recovery_rate,copy_dilution,root_feature
0.7,0.0,6,ACP-Gini,0.83,0.8299981110901232,0.8782273860398861,0.8,0.09007427814572873,0
0.7,0.2,6,ACP-Gini,0.83,0.8299829982998299,0.8778712606837608,0.8,0.11687869121758859,0
0.7,0.4,6,ACP-Gini,0.7866666666666666,0.7866571847637673,0.836204594017094,0.8,0.132878942737793,0
0.7,0.6,6,ACP-Gini,0.7833333333333333,0.7833116644997833,0.8177305911680912,0.8,0.15857815760521002,0
0.7,0.8,6,ACP-Gini,0.7933333333333333,0.7933241477398996,0.8069577991452992,0.8,0.1502767100895847,0
0.7,1.0,6,ACP-Gini,0.8,0.8,0.8400106837606838,0.8,0.10840521407300738,0
0.7,0.0,7,CART,0.8166666666666667,0.8163217597488618,0.8634161518289702,0.8,0.18722989587095296,0
0.7,0.0,7,RRF-style,0.8033333333333333,0.8030685699662881,0.8470154229076847,0.8,0.13429626037587875,0
0.7,0.0,7,ACP-Gini,0.8166666666666667,0.8163217597488618,0.8634161518289702,0.8,0.18722989587095296,0
0.7,0.2,7,ACP-Gini,0.8033333333333333,0.8026997804059703,0.838659495977599,0.8,0.21268728566954404,0
0.7,0.4,7,ACP-Gini,0.75,0.7496634363978237,0.8033912618338592,0.8,0.18846934270778068,0
0.7,0.6,7,ACP-Gini,0.7466666666666667,0.746384872080089,0.7875238899506645,0.8,0.2706715425543813,0
0.7,0.8,7,ACP-Gini,0.7666666666666667,0.7665732959850606,0.8060580470243122,0.8,0.2197834834588687,0
0.7,1.0,7,ACP-Gini,0.7466666666666667,0.7450348899624262,0.8028801280056892,0.8,0.17351926913537496,0
0.7,0.0,8,CART,0.7933333333333333,0.7927438045997504,0.842425859232582,0.6,0.13545654100213608,0
0.7,0.0,8,RRF-style,0.8166666666666667,0.8160760664801417,0.8535191854519587,0.8,0.08684420258008818,0
0.7,0.0,8,ACP-Gini,0.7933333333333333,0.7927438045997504,0.842425859232582,0.6,0.13545654100213608,0
0.7,0.2,8,ACP-Gini,0.8,0.7994294883223391,0.8480503312436086,0.6,0.1730034591039945,0
0.7,0.4,8,ACP-Gini,0.81,0.8093879234430561,0.8581432573029211,0.8,0.14678074027919658,0
0.7,0.6,8,ACP-Gini,0.8066666666666666,0.8061151720449278,0.8281534836156684,0.8,0.13627716321252079,0
0.7,0.8,8,ACP-Gini,0.7633333333333333,0.7633096642997633,0.8575207860922147,0.8,0.11189967745485857,0
0.7,1.0,8,ACP-Gini,0.77,0.7698747095640961,0.8542305811213374,0.8,0.08338316947015055,0
0.7,0.0,9,CART,0.8133333333333334,0.8133250366682965,0.8746610960487132,0.6,0.18391558095437893,0
0.7,0.0,9,RRF-style,0.81,0.8099472075576549,0.8858393706386949,0.6,0.1567894944579939,0
0.7,0.0,9,ACP-Gini,0.8133333333333334,0.8133250366682965,0.8746610960487132,0.6,0.18391558095437893,0
0.7,0.2,9,ACP-Gini,0.8,0.8,0.8827281212498332,0.8,0.18963830611497656,0
0.7,0.4,9,ACP-Gini,0.8233333333333334,0.8232842456237843,0.8988621716520736,0.6,0.20657137803201991,0
0.7,0.6,9,ACP-Gini,0.8133333333333334,0.8133250366682965,0.8756833637050536,0.6,0.23134108708981566,0
0.7,0.8,9,ACP-Gini,0.7666666666666667,0.7662927350427351,0.8435041557402552,0.6,0.1801822503328705,0
0.7,1.0,9,ACP-Gini,0.7733333333333333,0.773172033446006,0.8521267611893861,0.6,0.1593630815181826,0
0.8,0.0,0,CART,0.7666666666666667,0.7666251778093883,0.8217683143669986,0.6,0.31619337311898194,0
0.8,0.0,0,RRF-style,0.7733333333333333,0.7732426303854876,0.8302142603129445,0.4,0.275234796919866,0
0.8,0.0,0,ACP-Gini,0.7666666666666667,0.7666251778093883,0.8217683143669986,0.6,0.31619337311898194,0
0.8,0.2,0,ACP-Gini,0.77,0.7699769976997699,0.8238131223328592,0.6,0.3291684842073108,0
0.8,0.4,0,ACP-Gini,0.7966666666666666,0.7966101694915255,0.8287028805120911,0.4,0.331179481512223,0
0.8,0.6,0,ACP-Gini,0.79,0.7896049248032417,0.812455547652916,0.4,0.36674555029780603,0
0.8,0.8,0,ACP-Gini,0.7866666666666666,0.7863247863247863,0.8090549431009957,0.4,0.353069161875675,0
0.8,1.0,0,ACP-Gini,0.7666666666666667,0.7661574094695114,0.8232130156472262,0.6,0.2186690052204168,0
0.8,0.0,1,CART,0.76,0.755656108597285,0.7847695480631278,0.6,0.22943077104444115,0
0.8,0.0,1,RRF-style,0.7966666666666666,0.7935259672123749,0.8423601147776183,0.8,0.0553114780425661,0
0.8,0.0,1,ACP-Gini,0.76,0.755656108597285,0.7847695480631278,0.6,0.22943077104444115,0
0.8,0.2,1,ACP-Gini,0.7566666666666667,0.7529081246967765,0.7963369799139169,0.6,0.25357000422714115,0
0.8,0.4,1,ACP-Gini,0.7366666666666667,0.7338245038690911,0.7597067790530847,0.6,0.2659118508395413,0
0.8,0.6,1,ACP-Gini,0.7633333333333333,0.7607789844899426,0.7850833931133429,0.4,0.29729631560728526,0
0.8,0.8,1,ACP-Gini,0.75,0.7461384842775101,0.7983769727403156,0.6,0.24954533282095875,0
0.8,1.0,1,ACP-Gini,0.75,0.7457023700539112,0.8053039813486371,0.6,0.22662778372028278,0
0.8,0.0,2,CART,0.8033333333333333,0.8028404344193818,0.8394595315347348,0.8,0.17177899967561036,0
0.8,0.0,2,RRF-style,0.8133333333333334,0.8131256952169077,0.8801280056891417,0.8,0.07140126184512591,0
0.8,0.0,2,ACP-Gini,0.8033333333333333,0.8028404344193818,0.8394595315347348,0.8,0.17177899967561036,0
0.8,0.2,2,ACP-Gini,0.7966666666666666,0.7964835018183032,0.8314147295435352,0.8,0.16405640846701453,0
0.8,0.4,2,ACP-Gini,0.7966666666666666,0.7966644073823043,0.8358149251077825,0.6,0.17220648976126057,0
0.8,0.6,2,ACP-Gini,0.7766666666666666,0.7766641851576128,0.825147784345971,0.6,0.1465119106547883,0
0.8,0.8,2,ACP-Gini,0.77,0.7699769976997699,0.8149251077825681,0.6,0.1739706901710587,0
0.8,1.0,2,ACP-Gini,0.77,0.7699769976997699,0.8149251077825681,0.6,0.1739706901710587,0
0.8,0.0,3,CART,0.7866666666666666,0.7863247863247863,0.8283446006048747,0.8,0.1849782424961357,0
0.8,0.0,3,RRF-style,0.81,0.8092348196655473,0.88140455434976,0.8,0.126215970858559,0
0.8,0.0,3,ACP-Gini,0.7866666666666666,0.7863247863247863,0.8283446006048747,0.8,0.1849782424961357,0
0.8,0.2,3,ACP-Gini,0.8033333333333333,0.8030685699662881,0.8294565024017079,0.8,0.19229078047825884,0
0.8,0.4,3,ACP-Gini,0.8166666666666667,0.8163217597488618,0.8173812488880983,0.8,0.1666675662706151,0
0.8,0.6,3,ACP-Gini,0.8166666666666667,0.8165015180328963,0.8347713929905711,0.8,0.22132961041318633,0
0.8,0.8,3,ACP-Gini,0.8,0.7998576765700054,0.8215619996441914,0.8,0.18122698620546693,0
0.8,1.0,3,ACP-Gini,0.8,0.7999199679871949,0.8148016367194448,0.8,0.1313115623890858,0
0.8,0.0,4,CART,0.77,0.769792813532179,0.8254857498554977,0.8,0.2143254094544164,0
0.8,0.0,4,RRF-style,0.78,0.7797552836484983,0.819816815615135,0.8,0.20552951983149376,0
0.8,0.0,4,ACP-Gini,0.77,0.769792813532179,0.8254857498554977,0.8,0.2143254094544164,0
0.8,0.2,4,ACP-Gini,0.76,0.7598292118840064,0.8174603174603174,0.6,0.22228896827920716,0
0.8,0.4,4,ACP-Gini,0.7233333333333334,0.7231826216495647,0.8062113734382641,0.8,0.16495941233177824,0
0.8,0.6,4,ACP-Gini,0.74,0.7399537695590328,0.7975857009470455,0.8,0.1860374134823804,0
0.8,0.8,4,ACP-Gini,0.75,0.7499972221913577,0.7937397181094661,0.8,0.15346241412412945,0
0.8,1.0,4,ACP-Gini,0.7433333333333333,0.7432620172270075,0.7924503134587169,0.8,0.16771914336667804,0
0.8,0.0,5,CART,0.7366666666666667,0.7366403306997367,0.805832147937411,0.6,0.18498396298416908,0
0.8,0.0,5,RRF-style,0.7433333333333333,0.7432620172270075,0.8009646159317212,0.8,0.17451399088297376,0
0.8,0.0,5,ACP-Gini,0.7366666666666667,0.7366403306997367,0.805832147937411,0.6,0.18498396298416908,0
0.8,0.2,5,ACP-Gini,0.7166666666666667,0.7165879410947485,0.7812277738264581,0.6,0.20455280844751156,0
0.8,0.4,5,ACP-Gini,0.7433333333333333,0.7433304814497939,0.790807254623044,0.6,0.19108945356028867,0
0.8,0.6,5,ACP-Gini,0.7433333333333333,0.7429877947017658,0.7816500711237554,0.6,0.22312358462618193,0
0.8,0.8,5,ACP-Gini,0.7433333333333333,0.7418157838852812,0.7862508890469416,0.6,0.20962554791678897,0
0.8,1.0,5,ACP-Gini,0.7133333333333334,0.7128739316239316,0.7714704836415361,0.8,0.1861792429796568,0
0.8,0.0,6,CART,0.8033333333333333,0.8028404344193818,0.8648726851851851,0.8,0.17763504550804501,0
0.8,0.0,6,RRF-style,0.8366666666666667,0.8364467784465781,0.9097444800569799,0.8,0.10867880547445936,0
0.8,0.0,6,ACP-Gini,0.8033333333333333,0.8028404344193818,0.8648726851851851,0.8,0.17763504550804501,0
0.8,0.2,6,ACP-Gini,0.7933333333333333,0.7930021367521367,0.8603766025641025,0.8,0.19237410536424088,0
0.8,0.4,6,ACP-Gini,0.77,0.7699360933592665,0.8506721866096867,0.8,0.19522577626453363,0
0.8,0.6,6,ACP-Gini,0.7866666666666666,0.7866666666666666,0.8455751424501423,0.8,0.21504819313682172,0
0.8,0.8,6,ACP-Gini,0.7933333333333333,0.7933241477398996,0.8508725071225071,0.8,0.21888798370032897,0
0.8,1.0,6,ACP-Gini,0.8,0.8,0.8396545584045585,0.8,0.1669381359614749,0
0.8,0.0,7,CART,0.8133333333333334,0.8133001422475107,0.8337926130050224,0.6,0.3095055402140959,0
0.8,0.0,7,RRF-style,0.7766666666666666,0.7766641851576128,0.8253700164451754,0.6,0.34547404976425733,0
0.8,0.0,7,ACP-Gini,0.8133333333333334,0.8133001422475107,0.8337926130050224,0.6,0.3095055402140959,0
0.8,0.2,7,ACP-Gini,0.7933333333333333,0.7931034482758621,0.8357038090581804,0.6,0.348349403363519,0
0.8,0.4,7,ACP-Gini,0.7733333333333333,0.7729700854700854,0.8348371038712832,0.6,0.3322115772800881,0
0.8,0.6,7,ACP-Gini,0.76,0.7589285714285714,0.7984799324414418,0.6,0.3767679261928997,0
0.8,0.8,7,ACP-Gini,0.75,0.7496634363978237,0.7907684785990488,0.6,0.35068769591800314,0
0.8,1.0,7,ACP-Gini,0.7666666666666667,0.7664071190211346,0.807058091470732,0.6,0.25836324812099665,0
0.8,0.0,8,CART,0.7733333333333333,0.7723214285714286,0.8357787559468233,0.6,0.3606186916161879,0
0.8,0.0,8,RRF-style,0.8233333333333334,0.821890647578721,0.857832021697568,0.8,0.08303449816935263,0
0.8,0.0,8,ACP-Gini,0.7733333333333333,0.7723214285714286,0.8357787559468233,0.6,0.3606186916161879,0
0.8,0.2,8,ACP-Gini,0.7433333333333333,0.7431021252460548,0.8148370459294829,0.6,0.443476353339325,0
0.8,0.4,8,ACP-Gini,0.7366666666666667,0.7366403306997367,0.7882264016717797,0.6,0.44085661324141334,0
0.8,0.6,8,ACP-Gini,0.71,0.708285366208045,0.780067582588591,0.6,0.39611810723728597,0
0.8,0.8,8,ACP-Gini,0.74,0.7390606182256123,0.7830020897247787,0.6,0.4010777950762175,0
0.8,1.0,8,ACP-Gini,0.7566666666666667,0.7564474693891169,0.7848250411275621,0.6,0.3469009903682925,0
0.8,0.0,9,CART,0.83,0.8299073940256362,0.8726387839459531,0.6,0.23991146701916982,0
0.8,0.0,9,RRF-style,0.8333333333333334,0.8333333333333334,0.8641272945464242,0.6,0.22167231426654624,0
0.8,0.0,9,ACP-Gini,0.83,0.8299073940256362,0.8726387839459531,0.6,0.23991146701916982,0
0.8,0.2,9,ACP-Gini,0.82,0.8199679943100995,0.8820836481621406,0.6,0.20837867585693057,0
0.8,0.4,9,ACP-Gini,0.8166666666666667,0.8163217597488618,0.8774167740788479,0.6,0.2302918542375468,0
0.8,0.6,9,ACP-Gini,0.7866666666666666,0.7866571847637673,0.8536379394639761,0.8,0.24105653499119462,0
0.8,0.8,9,ACP-Gini,0.7866666666666666,0.7866571847637673,0.8545046446508734,0.8,0.20324116044683527,0
0.8,1.0,9,ACP-Gini,0.7866666666666666,0.7866571847637673,0.862149428863505,0.8,0.17157313281326617,0
0.9,0.0,0,CART,0.82,0.8197115384615384,0.8726662517780939,0.4,0.4340602166087633,0
0.9,0.0,0,RRF-style,0.7866666666666666,0.7864293659621802,0.840082681365576,0.2,0.5369409369510177,0
0.9,0.0,0,ACP-Gini,0.82,0.8197115384615384,0.8726662517780939,0.4,0.4340602166087633,0
0.9,0.2,0,ACP-Gini,0.8,0.7991071428571428,0.8615976173541963,0.4,0.44211143254512647,0
0.9,0.4,0,ACP-Gini,0.7733333333333333,0.7733232588115027,0.8259468349928876,0.4,0.406103203038532,0
0.9,0.6,0,ACP-Gini,0.7533333333333333,0.7532894736842105,0.7927631578947368,0.4,0.3748547534081537,0
0.9,0.8,0,ACP-Gini,0.74,0.7399884439308414,0.7862731152204836,0.4,0.34072512321319287,0
0.9,1.0,0,ACP-Gini,0.75,0.7491946361092843,0.7719816856330013,0.4,0.26213533226185604,0
0.9,0.0,1,CART,0.75,0.7473017441795169,0.7702654232424676,0.6,0.2543940866211237,0
0.9,0.0,1,RRF-style,0.8,0.7960016319869441,0.8402304519368724,0.6,0.07592904756613218,0
0.9,0.0,1,ACP-Gini,0.75,0.7473017441795169,0.7702654232424676,0.6,0.2543940866211237,0
0.9,0.2,1,ACP-Gini,0.77,0.7686401180270702,0.7928398493543759,0.6,0.4278079532787533,0
0.9,0.4,1,ACP-Gini,0.7633333333333333,0.7600675865953253,0.7458079268292682,0.4,0.4044677240346905,0
0.9,0.6,1,ACP-Gini,0.7733333333333333,0.7683502906976745,0.7714311334289813,0.4,0.3994978611934184,0
0.9,0.8,1,ACP-Gini,0.7733333333333333,0.7696372916572565,0.7975475251076041,0.4,0.3949493696337666,0
0.9,1.0,1,ACP-Gini,0.74,0.7331691297208538,0.7810034074605452,0.6,0.285787291444573,0
0.9,0.0,2,CART,0.7966666666666666,0.7962841335396467,0.8164140628472376,0.4,0.3209330895758245,0
0.9,0.0,2,RRF-style,0.8166666666666667,0.8166646296069957,0.8665274012178319,0.6,0.19877584405214205,0
0.9,0.0,2,ACP-Gini,0.7966666666666666,0.7962841335396467,0.8164140628472376,0.4,0.3209330895758245,0
0.9,0.2,2,ACP-Gini,0.7766666666666666,0.7761069340016709,0.8155918040801813,0.4,0.3235343946684418,0
0.9,0.4,2,ACP-Gini,0.8,0.7999644381223329,0.8396817636339393,0.4,0.38802818038415954,0
0.9,0.6,2,ACP-Gini,0.79,0.7896049248032417,0.8360816036268278,0.4,0.35852411574923504,0
0.9,0.8,2,ACP-Gini,0.78,0.7796474358974359,0.8040801813413929,0.4,0.33264116146144124,0
0.9,1.0,2,ACP-Gini,0.7733333333333333,0.7729700854700854,0.7986132717009644,0.4,0.3310550786553934,0
0.9,0.0,3,CART,0.7833333333333333,0.783273131425396,0.8248754669987546,0.8,0.32331663039445596,0
0.9,0.0,3,RRF-style,0.83,0.82977113675052,0.8631916029176303,0.8,0.32562933851026715,0
0.9,0.0,3,ACP-Gini,0.7833333333333333,0.783273131425396,0.8248754669987546,0.8,0.32331663039445596,0
0.9,0.2,3,ACP-Gini,0.82,0.8190267661647079,0.8439779398683508,0.6,0.3194240459519933,0
0.9,0.4,3,ACP-Gini,0.8,0.7994294883223391,0.8095089841665184,0.6,0.33877225557096424,0
0.9,0.6,3,ACP-Gini,0.8033333333333333,0.8030685699662881,0.8144235901085216,0.6,0.31832954467868135,0
0.9,0.8,3,ACP-Gini,0.7633333333333333,0.7600675865953253,0.8060620885963352,0.6,0.3740316325142564,0
0.9,1.0,3,ACP-Gini,0.76,0.7568772229976137,0.8069071339619285,0.6,0.36514095365798377,0
0.9,0.0,4,CART,0.7933333333333333,0.793296586059744,0.8430260993286203,0.8,0.2501202277435769,0
0.9,0.0,4,RRF-style,0.8133333333333334,0.813200498132005,0.869303276866302,0.4,0.31672629557867865,0
0.9,0.0,4,ACP-Gini,0.7933333333333333,0.793296586059744,0.8430260993286203,0.8,0.2501202277435769,0
0.9,0.2,4,ACP-Gini,0.79,0.7891542743671839,0.8453159041394336,0.6,0.3400482348733259,0
0.9,0.4,4,ACP-Gini,0.78,0.7796474358974359,0.825530212084834,0.6,0.333412130523799,0
0.9,0.6,4,ACP-Gini,0.7633333333333333,0.7633307036744853,0.8169045395936152,0.6,0.25934535543450815,0
0.9,0.8,4,ACP-Gini,0.7433333333333333,0.7428504636484065,0.8123916233159931,0.6,0.25443827967343224,0
0.9,1.0,4,ACP-Gini,0.7433333333333333,0.7433304814497939,0.8150815881908319,0.6,0.22458113300555976,0
0.9,0.0,5,CART,0.7533333333333333,0.7531578011030066,0.8145892603129444,0.6,0.3256920607062068,0
0.9,0.0,5,RRF-style,0.7466666666666667,0.7462606837606838,0.8295919274537695,0.6,0.3673989697839163,0
0.9,0.0,5,ACP-Gini,0.7533333333333333,0.7531578011030066,0.8145892603129444,0.6,0.3256920607062068,0
0.9,0.2,5,ACP-Gini,0.7366666666666667,0.7365934981939428,0.7831614509246089,0.6,0.29840763010481924,0
0.9,0.4,5,ACP-Gini,0.7233333333333334,0.7231826216495647,0.7792051920341394,0.6,0.2965275647270054,0
0.9,0.6,5,ACP-Gini,0.7233333333333334,0.7229608696135916,0.7634023826458036,0.6,0.28934707026875156,0
0.9,0.8,5,ACP-Gini,0.71,0.7088320931737302,0.7424208748221907,0.6,0.3491452789153988,0
0.9,1.0,5,ACP-Gini,0.6833333333333333,0.6830480766022754,0.728929587482219,0.6,0.30610663200147603,0
0.9,0.0,6,CART,0.8033333333333333,0.8028404344193818,0.8442396723646725,0.4,0.3353799352162198,0
0.9,0.0,6,RRF-style,0.8,0.7991071428571428,0.8748887108262109,0.6,0.2875066803731168,0
0.9,0.0,6,ACP-Gini,0.8033333333333333,0.8028404344193818,0.8442396723646725,0.4,0.3353799352162198,0
0.9,0.2,6,ACP-Gini,0.7933333333333333,0.7927438045997504,0.8254540598290598,0.6,0.3291758221559188,0
0.9,0.4,6,ACP-Gini,0.7966666666666666,0.7958477894666385,0.8398993945868947,0.6,0.303083170892883,0
0.9,0.6,6,ACP-Gini,0.7733333333333333,0.7725143851197644,0.8120771011396011,0.6,0.29283673666654764,0
0.9,0.8,6,ACP-Gini,0.7733333333333333,0.7725143851197644,0.7964298433048433,0.6,0.2792769733911577,0
0.9,1.0,6,ACP-Gini,0.7666666666666667,0.765625,0.7957175925925926,0.6,0.2695302887505411,0
0.9,0.0,7,CART,0.76,0.7597330367074526,0.8087692786346059,0.4,0.4141162423098249,0
0.9,0.0,7,RRF-style,0.7833333333333333,0.783273131425396,0.8293701942308547,0.4,0.485547464612176,0
0.9,0.0,7,ACP-Gini,0.76,0.7597330367074526,0.8087692786346059,0.4,0.4141162423098249,0
0.9,0.2,7,ACP-Gini,0.7633333333333333,0.7631201414606479,0.8221032045868706,0.4,0.4581061279075439,0
0.9,0.4,7,ACP-Gini,0.7233333333333334,0.7230841090314617,0.7855682474776657,0.6,0.4627198332169904,0
0.9,0.6,7,ACP-Gini,0.7533333333333333,0.7519996425220072,0.7957464776212275,0.6,0.4294374091038383,0
0.9,0.8,7,ACP-Gini,0.75,0.7493734335839599,0.8116360727143429,0.4,0.3952104711523433,0
0.9,1.0,7,ACP-Gini,0.7566666666666667,0.7554684621311091,0.8206809191519624,0.6,0.3239904285581797,0
0.9,0.0,8,CART,0.8166666666666667,0.8160760664801417,0.8480947934729447,0.6,0.3406242303532085,0
0.9,0.0,8,RRF-style,0.8033333333333333,0.8032262009316183,0.8375127828909341,0.8,0.24570953214881838,0
0.9,0.0,8,ACP-Gini,0.8166666666666667,0.8160760664801417,0.8480947934729447,0.6,0.3406242303532085,0
0.9,0.2,8,ACP-Gini,0.8033333333333333,0.8032786885245902,0.8284424881063537,0.6,0.3940767187382035,0
0.9,0.4,8,ACP-Gini,0.78,0.7793724371545729,0.8441154239473567,0.6,0.39120758447564535,0
0.9,0.6,8,ACP-Gini,0.7466666666666667,0.7466554069069737,0.8023876217153527,0.6,0.4076268249894751,0
0.9,0.8,8,ACP-Gini,0.7566666666666667,0.7562088811212164,0.7672846916544396,0.6,0.351757114465212,0
0.9,1.0,8,ACP-Gini,0.7466666666666667,0.746384872080089,0.7705748966253168,0.6,0.3343153759826837,0
0.9,0.0,9,CART,0.8166666666666667,0.8166483314998166,0.8936841637406108,0.4,0.3493958164726168,0
0.9,0.0,9,RRF-style,0.83,0.8299073940256362,0.8765278456820303,0.4,0.3567792068797016,0
0.9,0.0,9,ACP-Gini,0.8166666666666667,0.8166483314998166,0.8936841637406108,0.4,0.3493958164726168,0
0.9,0.2,9,ACP-Gini,0.8133333333333334,0.8132586367880486,0.8972398773278814,0.6,0.3327925160604177,0
0.9,0.4,9,ACP-Gini,0.81,0.8099472075576549,0.8631939197297658,0.6,0.36712220533881773,0
0.9,0.6,9,ACP-Gini,0.7733333333333333,0.773172033446006,0.8514378416818525,0.4,0.36976322806209316,0
0.9,0.8,9,ACP-Gini,0.76,0.7599039615846338,0.8340148451042269,0.4,0.3313903184728046,0
0.9,1.0,9,ACP-Gini,0.7566666666666667,0.7565341130170871,0.8383705942486332,0.4,0.3088477430566023,0
0.95,0.0,0,CART,0.77,0.7695672985940265,0.8441722972972973,0.4,0.4594889738158176,0
0.95,0.0,0,RRF-style,0.77,0.7681217864704104,0.8332814722617354,0.4,0.44581557269927347,0
0.95,0.0,0,ACP-Gini,0.77,0.7695672985940265,0.8441722972972973,0.4,0.4594889738158176,0
