rho,alpha,rep,method,accuracy,macro_f1,auc,signal_recovery_rate,copy_dilution,root_feature,n_nodes,depth
0.7,0.0,9,CART,0.8133333333333334,0.8133250366682965,0.8746610960487132,0.6,0.18391558095437893,0,77,6
0.7,0.0,9,RRF-style,0.81,0.8099472075576549,0.8858393706386949,0.6,0.1567894944579939,0,79,6
0.7,0.0,9,ACP-Gini,0.8133333333333334,0.8133250366682965,0.8746610960487132,0.6,0.18391558095437893,0,77,6
0.7,0.2,9,ACP-Gini,0.8066666666666666,0.8066322901849218,0.8667051868971954,0.8,0.1734709211979979,0,77,6
0.7,0.4,9,ACP-Gini,0.8,0.7999911107160318,0.8694164185074893,0.6,0.15977209519663008,0,77,6
0.7,0.6,9,ACP-Gini,0.82,0.8199279711884754,0.8785057113649495,0.6,0.14272867402443998,0,77,6
0.7,0.8,9,ACP-Gini,0.8233333333333334,0.8233156648998233,0.8890617360771589,0.6,0.12756118132275868,0,79,6
0.7,1.0,9,ACP-Gini,0.8233333333333334,0.8233156648998233,0.8890617360771589,0.6,0.12756118132275868,0,79,6
0.8,0.0,0,CART,0.7666666666666667,0.7666251778093883,0.8217683143669986,0.6,0.31619337311898194,0,71,6
0.8,0.0,0,RRF-style,0.7733333333333333,0.7732426303854876,0.8302142603129445,0.4,0.275234796919866,0,73,6
0.8,0.0,0,ACP-Gini,0.7666666666666667,0.7666251778093883,0.8217683143669986,0.6,0.31619337311898194,0,71,6
0.8,0.2,0,ACP-Gini,0.8166666666666667,0.8166157265907197,0.8520181365576103,0.6,0.2507924712223785,0,65,6
0.8,0.4,0,ACP-Gini,0.8266666666666667,0.8266666666666667,0.8542407539118065,0.6,0.23350380826825143,0,65,6
0.8,0.6,0,ACP-Gini,0.8333333333333334,0.8333036984352773,0.8649315433854907,0.6,0.18898159883676496,0,63,6
0.8,0.8,0,ACP-Gini,0.8333333333333334,0.8333036984352773,0.8573524182076815,0.6,0.18765813753273716,0,63,6
0.8,1.0,0,ACP-Gini,0.83,0.8299981110901232,0.8484841749644381,0.6,0.192523290852034,0,61,6
0.8,0.0,1,CART,0.76,0.755656108597285,0.7847695480631278,0.6,0.22943077104444115,0,65,6
0.8,0.0,1,RRF-style,0.7966666666666666,0.7935259672123749,0.8423601147776183,0.8,0.0553114780425661,0,63,6
0.8,0.0,1,ACP-Gini,0.76,0.755656108597285,0.7847695480631278,0.6,0.22943077104444115,0,65,6
0.8,0.2,1,ACP-Gini,0.7733333333333333,0.7692307692307693,0.823058644189383,0.6,0.1703781024096812,0,65,6
0.8,0.4,1,ACP-Gini,0.7733333333333333,0.7692307692307693,0.823058644189383,0.6,0.1703781024096812,0,65,6
0.8,0.6,1,ACP-Gini,0.78,0.7756017951856384,0.8320928981348636,0.6,0.1571344207256144,0,65,6
0.8,0.8,1,ACP-Gini,0.79,0.7851662404092072,0.8450726327116211,0.8,0.13874315096471404,0,69,6
0.8,1.0,1,ACP-Gini,0.7933333333333333,0.7883573801829684,0.8509684361549498,0.8,0.12740959083112824,0,69,6
0.8,0.0,2,CART,0.8033333333333333,0.8028404344193818,0.8394595315347348,0.8,0.17177899967561036,0,67,6
0.8,0.0,2,RRF-style,0.8133333333333334,0.8131256952169077,0.8801280056891417,0.8,0.07140126184512591,0,69,6
0.8,0.0,2,ACP-Gini,0.8033333333333333,0.8028404344193818,0.8394595315347348,0.8,0.17177899967561036,0,67,6
0.8,0.2,2,ACP-Gini,0.8033333333333333,0.8032262009316183,0.8320814258411485,0.8,0.16490526448820164,0,69,6
0.8,0.4,2,ACP-Gini,0.7966666666666666,0.7964835018183032,0.8290590692919686,0.8,0.14917137777490125,0,69,6
0.8,0.6,2,ACP-Gini,0.7933333333333333,0.7931862657890055,0.8361038268367482,0.8,0.15926631238214375,0,71,6
0.8,0.8,2,ACP-Gini,0.7933333333333333,0.7931862657890055,0.8361038268367482,0.8,0.15926631238214375,0,71,6
0.8,1.0,2,ACP-Gini,0.7933333333333333,0.7931862657890055,0.8361038268367482,0.8,0.15926631238214375,0,71,6
0.8,0.0,3,CART,0.7866666666666666,0.7863247863247863,0.8283446006048747,0.8,0.1849782424961357,0,67,6
0.8,0.0,3,RRF-style,0.81,0.8092348196655473,0.88140455434976,0.8,0.126215970858559,0,63,6
0.8,0.0,3,ACP-Gini,0.7866666666666666,0.7863247863247863,0.8283446006048747,0.8,0.1849782424961357,0,67,6
0.8,0.2,3,ACP-Gini,0.8033333333333333,0.8030685699662881,0.8622798434442269,0.8,0.17064594175279,0,67,6
0.8,0.4,3,ACP-Gini,0.8133333333333334,0.8131256952169077,0.8696406333392634,0.8,0.1277695149809253,0,71,6
0.8,0.6,3,ACP-Gini,0.7733333333333333,0.773172033446006,0.8605230386052304,0.8,0.10691539174181972,0,71,6
0.8,0.8,3,ACP-Gini,0.77,0.7698747095640961,0.8611012275395836,0.8,0.09054274224335962,0,71,6
0.8,1.0,3,ACP-Gini,0.77,0.7698747095640961,0.8611012275395836,0.8,0.09054274224335962,0,71,6
0.8,0.0,4,CART,0.77,0.769792813532179,0.8254857498554977,0.8,0.2143254094544164,0,67,6
0.8,0.0,4,RRF-style,0.78,0.7797552836484983,0.819816815615135,0.8,0.20552951983149376,0,71,6
0.8,0.0,4,ACP-Gini,0.77,0.769792813532179,0.8254857498554977,0.8,0.2143254094544164,0,67,6
0.8,0.2,4,ACP-Gini,0.7766666666666666,0.7765450078376005,0.8175492419189898,0.8,0.19678624888866858,0,71,6
0.8,0.4,4,ACP-Gini,0.77,0.7698747095640961,0.8221733137699523,0.8,0.14370533949816255,0,71,6
0.8,0.6,4,ACP-Gini,0.7833333333333333,0.7832153061111049,0.8340224978880441,0.8,0.14398471373048777,0,71,6
0.8,0.8,4,ACP-Gini,0.7833333333333333,0.7832153061111049,0.8340224978880441,0.8,0.14398471373048777,0,71,6
0.8,1.0,4,ACP-Gini,0.7833333333333333,0.7832153061111049,0.8340224978880441,0.8,0.14398471373048777,0,71,6
0.8,0.0,5,CART,0.7366666666666667,0.7366403306997367,0.805832147937411,0.6,0.18498396298416908,0,65,6
0.8,0.0,5,RRF-style,0.7433333333333333,0.7432620172270075,0.8009646159317212,0.8,0.17451399088297376,0,69,6
0.8,0.0,5,ACP-Gini,0.7366666666666667,0.7366403306997367,0.805832147937411,0.6,0.18498396298416908,0,65,6
0.8,0.2,5,ACP-Gini,0.7166666666666667,0.7166635184835387,0.7978974039829303,0.6,0.1894147624765487,0,69,6
0.8,0.4,5,ACP-Gini,0.74,0.739814979541007,0.8104329658605974,0.8,0.1328239278690196,0,69,6
0.8,0.6,5,ACP-Gini,0.74,0.74,0.796208214793741,0.8,0.16699851546404715,0,71,6
0.8,0.8,5,ACP-Gini,0.7533333333333333,0.7532894736842105,0.8017425320056899,0.8,0.15781025099887888,0,71,6
0.8,1.0,5,ACP-Gini,0.76,0.7598292118840064,0.8211682076813657,0.6,0.17309369881818912,0,71,6
0.8,0.0,6,CART,0.8033333333333333,0.8028404344193818,0.8648726851851851,0.8,0.17763504550804501,0,69,6
0.8,0.0,6,RRF-style,0.8366666666666667,0.8364467784465781,0.9097444800569799,0.8,0.10867880547445936,0,73,6
0.8,0.0,6,ACP-Gini,0.8033333333333333,0.8028404344193818,0.8648726851851851,0.8,0.17763504550804501,0,69,6
0.8,0.2,6,ACP-Gini,0.7966666666666666,0.7961570593149541,0.8675436253561253,0.8,0.18352115862985122,0,71,6
0.8,0.4,6,ACP-Gini,0.8133333333333334,0.813034188034188,0.8762464387464388,0.8,0.16305626711705423,0,71,6
0.8,0.6,6,ACP-Gini,0.81,0.8098288459613652,0.875957086894587,0.8,0.1554317131407367,0,73,6
0.8,0.8,6,ACP-Gini,0.82,0.8196071444479087,0.8798299501424501,0.8,0.1542702518690469,0,73,6
0.8,1.0,6,ACP-Gini,0.81,0.8098288459613652,0.8772702991452992,0.8,0.16288249007500744,0,69,6
0.8,0.0,7,CART,0.8133333333333334,0.8133001422475107,0.8337926130050224,0.6,0.3095055402140959,0,67,6
0.8,0.0,7,RRF-style,0.7766666666666666,0.7766641851576128,0.8253700164451754,0.6,0.34547404976425733,0,67,6
0.8,0.0,7,ACP-Gini,0.8133333333333334,0.8133001422475107,0.8337926130050224,0.6,0.3095055402140959,0,67,6
0.8,0.2,7,ACP-Gini,0.7933333333333333,0.7925866452562559,0.8246144273078804,0.6,0.2556396112729987,0,69,6
0.8,0.4,7,ACP-Gini,0.7866666666666666,0.7857142857142858,0.8248366594070847,0.6,0.2505979359499388,0,69,6
0.8,0.6,7,ACP-Gini,0.79,0.7894736842105263,0.8273034357082537,0.6,0.2199968686337055,0,69,6
0.8,0.8,7,ACP-Gini,0.7966666666666666,0.7962841335396467,0.8460153784612648,0.6,0.2723158545270249,0,69,6
0.8,1.0,7,ACP-Gini,0.7933333333333333,0.7927438045997504,0.8510378239032846,0.6,0.2604145225774494,0,69,6
0.8,0.0,8,CART,0.7733333333333333,0.7723214285714286,0.8357787559468233,0.6,0.3606186916161879,0,61,6
0.8,0.0,8,RRF-style,0.8233333333333334,0.821890647578721,0.857832021697568,0.8,0.08303449816935263,0,75,6
0.8,0.0,8,ACP-Gini,0.7733333333333333,0.7723214285714286,0.8357787559468233,0.6,0.3606186916161879,0,61,6
0.8,0.2,8,ACP-Gini,0.7733333333333333,0.7723214285714286,0.833244408874661,0.6,0.3530802712556955,0,61,6
0.8,0.4,8,ACP-Gini,0.7766666666666666,0.7761069340016709,0.8342892712640612,0.6,0.3269502357224676,0,65,6
0.8,0.6,8,ACP-Gini,0.77,0.7692590652205415,0.8355342136854741,0.6,0.3291325412278661,0,65,6
0.8,0.8,8,ACP-Gini,0.7733333333333333,0.7725143851197644,0.8420479302832243,0.6,0.305448450837858,0,65,6
0.8,1.0,8,ACP-Gini,0.7733333333333333,0.7725143851197644,0.8420479302832243,0.6,0.305448450837858,0,65,6
0.8,0.0,9,CART,0.83,0.8299073940256362,0.8726387839459531,0.6,0.23991146701916982,0,83,6
0.8,0.0,9,RRF-style,0.8333333333333334,0.8333333333333334,0.8641272945464242,0.6,0.22167231426654624,0,83,6
0.8,0.0,9,ACP-Gini,0.83,0.8299073940256362,0.8726387839459531,0.6,0.23991146701916982,0,83,6
0.8,0.2,9,ACP-Gini,0.8266666666666667,0.8265433196940046,0.869705320236455,0.6,0.24855025192534314,0,83,6
0.8,0.4,9,ACP-Gini,0.82,0.8199279711884754,0.8676830081336948,0.6,0.2384343732450862,0,81,6
0.8,0.6,9,ACP-Gini,0.82,0.8199279711884754,0.8670607582559227,0.6,0.22858267548527825,0,81,6
0.8,0.8,9,ACP-Gini,0.82,0.8199279711884754,0.864616205164674,0.6,0.24307479054405712,0,81,6
0.8,1.0,9,ACP-Gini,0.8133333333333334,0.8132586367880486,0.8805946930974711,0.6,0.21186914774412421,0,81,6
0.9,0.0,0,CART,0.82,0.8197115384615384,0.8726662517780939,0.4,0.4340602166087633,0,67,6
0.9,0.0,0,RRF-style,0.7866666666666666,0.7864293659621802,0.840082681365576,0.2,0.5369409369510177,0,71,6
0.9,0.0,0,ACP-Gini,0.82,0.8197115384615384,0.8726662517780939,0.4,0.4340602166087633,0,67,6
0.9,0.2,0,ACP-Gini,0.8033333333333333,0.8026997804059703,0.8689989331436699,0.4,0.41290275869580223,0,67,6
0.9,0.4,0,ACP-Gini,0.8266666666666667,0.8266358463726885,0.8745777027027026,0.4,0.33488535509953316,0,63,6
0.9,0.6,0,ACP-Gini,0.8266666666666667,0.8266358463726885,0.8702880512091039,0.4,0.3247575216181349,0,63,6
0.9,0.8,0,ACP-Gini,0.8266666666666667,0.8266358463726885,0.8702880512091039,0.4,0.3247575216181349,0,63,6
0.9,1.0,0,ACP-Gini,0.8266666666666667,0.8266358463726885,0.8702880512091039,0.4,0.3247575216181349,0,63,6
0.9,0.0,1,CART,0.75,0.7473017441795169,0.7702654232424676,0.6,0.2543940866211237,0,69,6
0.9,0.0,1,RRF-style,0.8,0.7960016319869441,0.8402304519368724,0.6,0.07592904756613218,0,63,6
0.9,0.0,1,ACP-Gini,0.75,0.7473017441795169,0.7702654232424676,0.6,0.2543940866211237,0,69,6
0.9,0.2,1,ACP-Gini,0.8,0.7967387867564026,0.8247847919655666,0.6,0.2540665255739204,0,67,6
0.9,0.4,1,ACP-Gini,0.7933333333333333,0.7883573801829684,0.8206599713055954,0.6,0.23425507565997603,0,71,6
0.9,0.6,1,ACP-Gini,0.7833333333333333,0.7792094566288115,0.8298511477761836,0.6,0.23089434184513755,0,71,6
0.9,0.8,1,ACP-Gini,0.7833333333333333,0.7792094566288115,0.8298511477761836,0.6,0.23089434184513755,0,71,6
0.9,1.0,1,ACP-Gini,0.7833333333333333,0.7792094566288115,0.8298511477761836,0.6,0.23089434184513755,0,71,6
0.9,0.0,2,CART,0.7966666666666666,0.7962841335396467,0.8164140628472376,0.4,0.3209330895758245,0,65,6
0.9,0.0,2,RRF-style,0.8166666666666667,0.8166646296069957,0.8665274012178319,0.6,0.19877584405214205,0,69,6
0.9,0.0,2,ACP-Gini,0.7966666666666666,0.7962841335396467,0.8164140628472376,0.4,0.3209330895758245,0,65,6
0.9,0.2,2,ACP-Gini,0.7733333333333333,0.7726867534319843,0.8143028579047957,0.4,0.3065694013865864,0,67,6
0.9,0.4,2,ACP-Gini,0.78,0.7795198432141108,0.8243255255789148,0.4,0.3222393049711378,0,67,6
0.9,0.6,2,ACP-Gini,0.7766666666666666,0.7762465073304317,0.8272367660784924,0.4,0.33283460137645077,0,65,6
0.9,0.8,2,ACP-Gini,0.7766666666666666,0.7762465073304317,0.8294590870705365,0.4,0.32927647344896976,0,65,6
0.9,1.0,2,ACP-Gini,0.7766666666666666,0.7762465073304317,0.8294590870705365,0.4,0.32927647344896976,0,65,6
0.9,0.0,3,CART,0.7833333333333333,0.783273131425396,0.8248754669987546,0.8,0.32331663039445596,0,71,6
0.9,0.0,3,RRF-style,0.83,0.82977113675052,0.8631916029176303,0.8,0.32562933851026715,0,69,6
0.9,0.0,3,ACP-Gini,0.7833333333333333,0.783273131425396,0.8248754669987546,0.8,0.32331663039445596,0,71,6
0.9,0.2,3,ACP-Gini,0.79,0.7899976666407404,0.8262542252268279,0.6,0.30152101343449866,0,71,6
0.9,0.4,3,ACP-Gini,0.7833333333333333,0.7833116644997833,0.8277886497064579,0.6,0.28611739451357954,0,71,6
0.9,0.6,3,ACP-Gini,0.7833333333333333,0.7833116644997833,0.8277886497064579,0.6,0.28611739451357954,0,71,6
0.9,0.8,3,ACP-Gini,0.7833333333333333,0.7833116644997833,0.8378180039138943,0.6,0.27599530944870765,0,71,6
0.9,1.0,3,ACP-Gini,0.7833333333333333,0.7833116644997833,0.8378180039138943,0.6,0.27599530944870765,0,71,6
0.9,0.0,4,CART,0.7933333333333333,0.793296586059744,0.8430260993286203,0.8,0.2501202277435769,0,63,6
0.9,0.0,4,RRF-style,0.8133333333333334,0.813200498132005,0.869303276866302,0.4,0.31672629557867865,0,71,6
0.9,0.0,4,ACP-Gini,0.7933333333333333,0.793296586059744,0.8430260993286203,0.8,0.2501202277435769,0,63,6
0.9,0.2,4,ACP-Gini,0.8,0.7999199679871949,0.8523187052598817,0.8,0.22782201020345452,0,71,6
0.9,0.4,4,ACP-Gini,0.8066666666666666,0.8063568376068376,0.8559646080654484,0.6,0.21904961032527362,0,71,6
0.9,0.6,4,ACP-Gini,0.8066666666666666,0.8064516129032258,0.8608776844070961,0.6,0.19483863103016205,0,71,6
0.9,0.8,4,ACP-Gini,0.8066666666666666,0.8064516129032258,0.866546618647459,0.6,0.1940635771523444,0,71,6
0.9,1.0,4,ACP-Gini,0.8066666666666666,0.8064516129032258,0.8667466986794717,0.6,0.18787215870223986,0,71,6
0.9,0.0,5,CART,0.7533333333333333,0.7531578011030066,0.8145892603129444,0.6,0.3256920607062068,0,67,6
0.9,0.0,5,RRF-style,0.7466666666666667,0.7462606837606838,0.8295919274537695,0.6,0.3673989697839163,0,67,6
0.9,0.0,5,ACP-Gini,0.7533333333333333,0.7531578011030066,0.8145892603129444,0.6,0.3256920607062068,0,67,6
0.9,0.2,5,ACP-Gini,0.7433333333333333,0.7432620172270075,0.8077435988620199,0.6,0.2451222613088739,0,71,6
0.9,0.4,5,ACP-Gini,0.73,0.7299969999666662,0.8162562233285917,0.6,0.2359706094088407,0,71,6
0.9,0.6,5,ACP-Gini,0.7466666666666667,0.7465652927837803,0.8073435277382646,0.6,0.22420761176906423,0,75,6
0.9,0.8,5,ACP-Gini,0.7466666666666667,0.7465652927837803,0.8103885135135135,0.6,0.22361792591521362,0,75,6
0.9,1.0,5,ACP-Gini,0.7466666666666667,0.7465652927837803,0.8103885135135135,0.6,0.22361792591521362,0,75,6
0.9,0.0,6,CART,0.8033333333333333,0.8028404344193818,0.8442396723646725,0.4,0.3353799352162198,0,67,6
0.9,0.0,6,RRF-style,0.8,0.7991071428571428,0.8748887108262109,0.6,0.2875066803731168,0,69,6
0.9,0.0,6,ACP-Gini,0.8033333333333333,0.8028404344193818,0.8442396723646725,0.4,0.3353799352162198,0,67,6
0.9,0.2,6,ACP-Gini,0.7833333333333333,0.7829257160668366,0.8380297364672364,0.6,0.25039991922667676,0,73,6
0.9,0.4,6,ACP-Gini,0.77,0.7696903614859978,0.8326655982905983,0.6,0.23808024582322404,0,73,6
0.9,0.6,6,ACP-Gini,0.77,0.7688674505074866,0.8295717592592593,0.6,0.2274848339076434,0,73,6
0.9,0.8,6,ACP-Gini,0.77,0.7688674505074866,0.829594017094017,0.6,0.22555038962914442,0,73,6
0.9,1.0,6,ACP-Gini,0.7733333333333333,0.7723214285714286,0.8246972934472934,0.6,0.24019776743305585,0,73,6
0.9,0.0,7,CART,0.76,0.7597330367074526,0.8087692786346059,0.4,0.4141162423098249,0,63,6
0.9,0.0,7,RRF-style,0.7833333333333333,0.783273131425396,0.8293701942308547,0.4,0.485547464612176,0,71,6
0.9,0.0,7,ACP-Gini,0.76,0.7597330367074526,0.8087692786346059,0.4,0.4141162423098249,0,63,6
0.9,0.2,7,ACP-Gini,0.77,0.7692590652205415,0.8351704520200898,0.6,0.3928026733694412,0,63,6
0.9,0.4,7,ACP-Gini,0.76,0.7591328783621036,0.8331925863371705,0.6,0.30614525469758536,0,63,6
0.9,0.6,7,ACP-Gini,0.7766666666666666,0.7762465073304317,0.8353704609093737,0.6,0.2985989766761543,0,65,6
0.9,0.8,7,ACP-Gini,0.7833333333333333,0.7830416448781139,0.8415707364771767,0.6,0.290478126008169,0,65,6
0.9,1.0,7,ACP-Gini,0.7833333333333333,0.7830416448781139,0.8415707364771767,0.6,0.290478126008169,0,65,6
0.9,0.0,8,CART,0.8166666666666667,0.8160760664801417,0.8480947934729447,0.6,0.3406242303532085,0,67,6
0.9,0.0,8,RRF-style,0.8033333333333333,0.8032262009316183,0.8375127828909341,0.8,0.24570953214881838,0,79,6
0.9,0.0,8,ACP-Gini,0.8166666666666667,0.8160760664801417,0.8480947934729447,0.6,0.3406242303532085,0,67,6
